NA_index,news_articles,news_titles,news_ids
87,"Laagvliegen van of naar Lelystad Airport is voor vrijwel alle partijen die in Gelderland en in Overijssel meedoen aan de verkiezingen voor Provinciale Staten onacceptabel. De enige twee partijen die in Gelderland niet tegen de opening van Lelystad Airport zijn, de VVD en BVNL, vinden dat Lelystad Airport er alleen kan komen als de laagvliegroutes van tafel zijn.In Overijssel staat JA21 neutraal tegenover de opening van het vakantievliegveld, maar ""eerst moet er een herindeling van het luchtruim komen, waarbij laagvliegroutes over Overijssel worden vermeden"", aldus de partij. De VVD is voor uitbreiding van de regionale luchthavens Eindhoven, Lelystad en Rotterdam maar vindt dat geluidsoverlast voorkomen moet worden.Over de opening van Lelystad Airport als vakantievliegveld wordt al jaren gedebatteerd. De opening van het vliegveld, dat kant en klaar is, is al vaak uitgesteld. Het kabinet wil dat Lelystad veel vakantievluchten overneemt van Schiphol, om die luchthaven te ontlasten.Gelderland en Overijssel verzetten zich hevig tegen laagvliegroutes boven natuurgebieden zoals de Veluwe. Ook zijn zij beducht voor de stikstofuitstoot die wordt veroorzaakt. Er zijn al meerdere keren fouten ontdekt in stikstofberekeningen voor Lelystad Airport. Het Openbaar Ministerie is bezig met een onderzoek naar mogelijk kwade opzet.Lelystad Airport is een zogenoemde PAS-melder, een organisatie die vroeger geen natuurvergunning nodig had maar tegenwoordig wel. In Gelderland vinden veertien partijen dat een provincie daar niet aan moet meewerken en dat Lelystad Airport er helemaal niet moet komen. In Overijssel zijn zestien partijen die aan de verkiezingen meedoen die mening toegedaan.",Laagvliegen vanaf Lelystad Airport ook na verkiezing onacceptabel,f0aaa66cb587fe7305429911589b6286
88,"De beheerder van DigiD, Logius, verhoogt donderdag de capaciteit zodat meer mensen kunnen inloggen. Sinds woensdag kunnen mensen belastingaangifte doen, maar sindsdien is het systeem regelmatig overbelast en is inloggen op DigiD vaak niet mogelijk. Mogelijk kunnen donderdagmiddag meer mensen inloggen na de capaciteitsverhoging.Volgens een woordvoerster van Logius spelen de inlogproblemen nog steeds. Woensdag wilde Logius de capaciteit niet verder uitbreiden omdat toen het risico bestond dat DigiD helemaal niet meer zou werken. ""Het systeem is vanaf woensdagavond geanalyseerd en verder geoptimaliseerd, waardoor het een capaciteitsverhoging nu wel aankan"", aldus de zegsvrouw.Hoeveel mensen donderdagmiddag kunnen inloggen is niet bekend, dit hangt af van hoe groot de behoefte om in te loggen op DigiD is. Momenteel is de inlogcapaciteit 400.000 keer per uur. Door de inlogproblemen is het ook moeilijker om in te loggen bij andere organisaties waarbij DigiD nodig is, zoals zorgverzekeraars en uitkeringsinstantie UWV.",DigiD verhoogt inlogcapaciteit vanwege drukte belastingaangifte,8a28f7108dc198ffbbb80e36db99e0b5
89,"De Nederlandse sterrenkundige Christiaan Huygens had mogelijk een bril nodig. De zeventiende-eeuwse wetenschapper werkte aan de ontwikkeling van de perfecte telescoop, maar zijn berekeningen voor het meest scherpe beeld zaten ernaast, concludeert onderzoeker Alex Pietrow van het Leibniz Instituut voor Astrofysica in het Duitse Potsdam.Een telescoop wordt scherpgesteld om het beste beeld te geven voor degene die erdoorheen kijkt, legt Pietrow uit. Voor elke persoon is het moment waarop het beeld scherp wordt anders, afhankelijk van hoe goed zijn of haar ogen zijn. Huygens stelde voor zijn telescoop een formule op voor het perfecte beeld. Pietrow deed dat ook en kwam tot een andere formule. Hij vermoedt dat Huygens' eigen ogen de boosdoener waren: mogelijk was hij bijziend, mede doordat slechte ogen in zijn familie zaten.Ook de Nederlandse Onderzoekschool voor Astronomie schrijft donderdag over de bevindingen van Pietrow, die studeerde aan de Universiteit Leiden. Huyens' bijziendheid was volgens de berekeningen van Pietrow zo mild dat de wetenschapper er waarschijnlijk geen last van had in het dagelijks leven van de zeventiende eeuw. Daardoor zou de aandoening dus onopgemerkt zijn gebleven, maar de sterrenkundige nam het mogelijk dus wél mee in de ontwerpen van zijn telescopen.De studie werd deze week gepubliceerd in het vakblad Notes and Records: the Royal Society Journal of the History of Science.",Sterrenkundige Christiaan Huygens had mogelijk een bril nodig,a51c75078a030d2dfae68e2c3f6de323
90,"De rechtbank in Amsterdam behandelt vrijdag de strafzaak tegen Quincy Promes. De 31-jarige profvoetballer zou in de nacht van 24 op 25 juli 2020 op een feest in Abcoude zijn neef in zijn knie hebben gestoken. Het Openbaar Ministerie verdenkt hem van poging moord of doodslag.Bij het steekincident heeft het slachtoffer ernstig letsel opgelopen. De neef deed in november 2020 aangifte. Promes speelde op dat moment voor Ajax. Begin 2021 jaar verhuisde hij naar de Russische club Spartak Moskou, waar hij nog steeds voetbalt. Hij blijft in Rusland en woont zijn strafzaak niet bij, zegt zijn advocaat Robert Malewicz.Promes werd op zondag 13 december 2020 door de politie aangehouden op verdenking van betrokkenheid bij de steekpartij. Na twee nachten in een politiecel en een verhoor mocht hij van de officier van justitie weer naar huis.Het OM vervolgde Promes aanvankelijk voor een poging tot doodslag, dan wel zware mishandeling. Later is de aanklacht verzwaard tot een poging tot moord, tot tevredenheid van de advocaat van het slachtoffer die daarop had aangedrongen. Voor een poging tot moord, waarbij sprake is van voorbedachte raad, gelden zwaardere straffen dan bij een poging tot doodslag. De verzwaarde aanklacht wil overigens niet zeggen dat de officier van justitie genoeg bewijzen ziet voor de poging tot moord. De officier maakt op de zitting een definitief standpunt bekend.Los van deze zaak wordt Promes ook in verband gebracht met drugssmokkel, waarvoor zijn telefoon zou zijn afgeluisterd. Tijdens de tapgesprekken zou hij hebben gesproken over de steekpartij. Zijn naam viel onlangs nog in een Rotterdamse strafzaak tegen drugsbaron Piet W., die hij 250.000 euro zou hebben betaald voor een geripte partij cocaïne. De advocaat van Promes noemde dat onzin.Een civiele rechter van de rechtbank in Amsterdam bepaalde eerder dat Promes zijn neef een schadevergoeding moet betalen. Tegen die uitspraak werd hoger beroep ingesteld. Dat hoger beroep loopt nog.",Rechtbank behandelt mishandelingszaak Quincy Promes,75c97cd8c02869ba0813b88d0b9c3370
91,"Aanvoerders van clubs in de Eredivisie en Keuken Kampioen Divisie spelen in het weekend van 17 tot en met 19 maart weer met de OneLove-band voor gelijkheid en verbinding. Dit gebeurt, net als vorig jaar, rond de Internationale Dag tegen Racisme en Discriminatie op 21 maart. Voetbalbond KNVB, sportzender ESPN en belangenorganisaties Eredivisie CV en Keuken Kampioen Divisie spraken vorig jaar al de wens uit om dit elk jaar te doen rond deze dag.De KNVB wil de OneLove-actie uitbreiden naar het amateur- en schoolvoetbal. Amateurclubs krijgen allemaal een vlag opgestuurd om op de club te hangen om te laten zien dat iedereen welkom is. ""We merkten dat daar behoefte aan was"", zegt een woordvoerder. De actie later deze maand wordt ook op andere manieren groter dan eerder, maar daar wordt later meer over bekend.De komende OneLove-actie is de eerste sinds de ophef rond de actie rond coming-outdag in oktober. De aanvoerders Orkun Kökcü (Feyenoord) en Redouan El Yaakoubi (Excelsior) weigerden de band toen te dragen. ""Het is iemands goed recht als hij niet meedoet"", aldus de KNVB-zegsman. ""Het doel is niet dat iedere aanvoerder de band draagt. Maar hoe meer, hoe beter."" Ook voor de komende coming-outdag staat de actie weer gepland.Oranje wilde eind vorig jaar samen met wat andere landen tijdens het WK ook met de OneLove-band spelen, maar dat mocht niet van de FIFA.",Aanvoerders dragen later deze maand weer OneLove-band,36493c42642221c22b22fa5915089973
92,"Een automobilist heeft woensdagavond een motorscooter en een fietser aangereden op de Overtoom in Amsterdam. De automobilist reed door en wordt nog gezocht, meldt de politie donderdag.De bestuurder van de motorscooter werd rond 18.30 uur aangereden. Deze is zwaargewond naar het ziekenhuis gebracht. Even later werd iets verderop op de Overtoom een fietser geschept. De toestand van de fietser is niet bekend.De politie heeft een auto in beslag genomen die mogelijk betrokken was bij de aanrijdingen.",Automobilist rijdt door na twee aanrijdingen in Amsterdam,560b60eca66675c27973bdd12d3b5d1e
93,"De Landelijke Inspectiedienst Dierenbescherming (LID) heeft bij een fokker in Deurne 21 ernstig verwaarloosde honden mee genomen zodat deze elders verzorgd kunnen worden. Bij een controle vonden inspecteurs honderd honden in een paardenstal en op een zolder waar de dieren op beton lagen. Het gaat volgens de LID met name om Chowchows, voor de helft pups. Vrijwel alle meegenomen honden bleken een vervilte vacht te hebben. Ook vonden de inspecteurs bij deze honden verwaarloosde gebitten en luchtweg-, darm- en schurftmijtinfecties, maakte de inspectie donderdag bekend.De honden hadden volgens de inspectie elkaar abcessen en verwondingen toegebracht door onderlinge gevechten. Een fokteef zou een slecht behandelde baarmoederontsteking en koorts hebben. De inspectie bracht de meegenomen honden op kosten van de broodfokker naar een geheime opvang, waar ze goede verzorging krijgen. De fokker krijgt een proces-verbaal van de politie. Daarna buigt het Openbaar Ministerie zich over de zaak.Na de controle, die afgelopen vrijdag plaatsvond, zitten er nog zo'n 80 dieren in Deurne. Ook hun gezondheid, verzorging en huisvesting is volgens de LID ondermaats. De eigenaar moet daarom zo snel mogelijk zorgen voor deugdelijke huisvesting en goede verzorging voor alle dieren. Doet hij dat niet, dan volgen er meer sancties. De Rijksdienst voor Ondernemend Nederland (RVO) kan dan op zijn kosten de zaak alsnog op orde brengen. Maar ook kan de RVO hem opnieuw een dwangsom opleggen, aldus een woordvoerder van de inspectie.Tijdens een eerdere controle in Deurne had de man de administratie van onder meer paspoorten en inentingsbewijzen niet op orde. Daarvoor legde de RVO hem een dwangsom op voor een bedrag van duizenden euro's. Die wordt nu geïnd omdat hij de administratie nog steeds niet op orde heeft, aldus de woordvoerder.Het is niet voor het eerst dat de fokker met inspectie en politie in aanraking komt. Hij had volgens de inspectie eerder broodfokkerijen in de gemeentes Veldhoven, Overbetuwe en Stein. ""Na het oplopen van de bestuurs- en strafrechtelijke druk verdween de beklaagde telkens met de noorderzon om in de volgende gemeente opnieuw te starten"", aldus de inspectie.",Inspectie neemt ernstig verwaarloosde honden af van fokker Deurne,a1043cec232291a2352b9923cf6762c0
94,"Het aandeel jongeren met mentale klachten daalde na het einde van de laatste coronalockdown (die begin 2022 eindigde) nauwelijks. Waar het percentage jongeren met psychische problemen in de zomer van dat jaar afnam, steeg het afgelopen najaar weer, meldt het Rijksinstituut voor Volksgezondheid en Milieu (RIVM).In september 2021 kampte 25 procent van de jongeren met psychisch ongemak. Dat aandeel steeg tot 39 procent in maart 2022, dus net na de laatste lockdown. In september vorig jaar was het percentage weliswaar gedaald, maar nog steeds hoger dan een jaar eerder: 32 procent. In december 2022 was het nog iets verder toegenomen. De cijfers over zelfdodingsgedachten laten eenzelfde verloop zien.Het RIVM baseert zich op onderzoek van het Netwerk GOR (Gezondheidsonderzoek bij Rampen), een samenwerkingsverband dat sinds september 2021 met subsidie van het ministerie van Volksgezondheid de korte- en langetermijngevolgen van de pandemie op de gezondheid en het welbevinden van mensen in kaart brengt. Voor het onderzoek naar jongeren wordt gebruikgemaakt van vragenlijsten. Jongeren zijn in dit geval mensen van 12 tot 25 jaar oud.Het percentage volwassenen met mentale klachten of gedachten aan suïcide bleef in december 2022 vrijwel gelijk aan dat in september van dat jaar. De eerste meting onder volwassenen werd in maart 2022 gedaan, dus een vergelijking met de stand van zaken vóór de laatste lockdown is niet mogelijk.Het RIVM geeft geen verklaring voor het aanhouden van psychische problemen bij jonge mensen na de laatste coronalockdown. Eerder ""hingen mentale klachten, zelfdodingsgedachten en eenzaamheid sterk samen met dingen die mensen meemaakten door corona, zoals een ziekenhuisopname"". Wie met zoiets geconfronteerd werd, had een bijna twee keer zo hoge kans op psychische klachten. ""In december was dat verband er niet meer."" Wel is er volgens het RIVM ""een kleine groep"" die langdurig last houdt van gebeurtenissen die ze meemaakten als gevolg van de pandemie.Bij de Alles Oké? Supportlijn voor jongeren van 18 tot 25 jaar gaat een derde van de gesprekken over emotionele problemen, meldt de organisatie donderdag. De gesprekken over zulke problemen gaan daar en ook bij de Kindertelefoon met name over ""niet lekker in je vel zitten"", stress, zelfbeschadiging en gedachten aan zelfdoding. Roline de Wilde, directeur bij de Kindertelefoon en de Alles Oké? Supportlijn: ""We horen vaak dat kinderen en jongeren zich niet gehoord of begrepen voelen door hun omgeving. Ook kan er sprake zijn van schaamte of angst voor de mening van anderen.""",RIVM: niet veel minder jongeren met mentale klachten na lockdown,f4e975994c0c3cfe4f1790eae6ec5cfe
95,Turncoach Vincent Wevers is ook in hoger beroep vrijgesproken van grensoverschrijdend gedrag. Dat is de uitspraak van de commissie van beroep van het Instituut Sportrechtspraak (ISR).Wevers werd mei vorig jaar door de tuchtcommissie al vrijgesproken. Volgens de tuchtcommissie was onvoldoende vast komen te staan dat de turncoach zich schuldig heeft gemaakt aan tuchtrechtelijk verwijtbaar gedrag. De commissie oordeelde tevens dat de (gespreksverslagen van de) interviews van onvoldoende kwaliteit zouden zijn.De aanklager van het ISR ging tegen die uitspraak in beroep.,Turncoach Wevers ook in hoger beroep vrijgesproken,ba3efc0708985c73413379cf80a6c3a3
96,"Europese consumenten lijken genoeg te hebben van de gestegen prijzen van onder meer voedsel en verzorgingsproducten. Verschillende bedrijven zagen de verkoop van hun producten de afgelopen tijd teruglopen. Onder hen levensmiddelenconcern Unilever en Reckitt Benckiser, het bedrijf achter schoonmaakmiddelenmerk Dettol en Durex-condooms.Unilever verhoogde de prijzen in Europa vorig jaar met 8,3 procent. Daarna daalde de hoeveelheid verkochte producten met bijna 4 procent. Met name in Europa werd minder verkocht. Zo werden de producten van Unilever in Noord-Amerika nog duurder, maar daar liep het volume veel minder hard terug dan aan deze kant van de Atlantische Oceaan.De producten van Reckitt Benckiser zijn vaak goed bestand tegen prijsstijgingen. Deze worden relatief minder vaak verkocht, maar worden door consumenten wel als essentieel gezien. Desondanks meldde het Britse bedrijf deze week een verkoopdaling van 5,8 procent. Dat komt mogelijk onder meer door een prijsverhoging in het vierde kwartaal van gemiddeld 12 procent. ""Europeanen staan onder druk"", stelt topman van Reckitt Benckiser Nicandro Durante. Hij spreekt van een probleem met het vaststellen van de consumentenprijzen.Omdat klanten wegblijven als de prijzen verder worden verhoogd, zullen kostenbesparingen steeds belangrijker worden. ""Zoals je zou verwachten, wordt elke nieuwe prijsbeslissing moeilijker naarmate de inflatiecyclus langer duurt"", stelt Andre Schulten, financieel directeur van Procter &amp; Gamble, het bedrijf achter Ariel-wasmiddel en Gilette-scheermesjes. ""We doen er alles aan om kostenstijgingen te compenseren en de noodzaak van prijsverhogingen te minimaliseren.""Het Centraal Bureau voor de Statistiek (CBS) meldde donderdag dat het tempo waarin de prijzen in Nederland stijgen in februari is toegenomen ten opzichte van een maand eerder. Veel boodschappen werden vorige maand weer duurder. Nederland is niet het enige land waar de inflatie weer is toegenomen. Eerder deze week bleek al dat ook de Duitsers, Fransen en Spanjaarden in februari weer meer geld kwijt waren aan levensonderhoud.",Producenten: Europese consument heeft genoeg van prijsverhogingen,520929d4ae1dec437164b9725133ae66
